#
#
# US Geological Survey
# retrieved: 2023-11-20 15:48:54 EST
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  coord_datum_cd  -- Latitude-longitude datum
#
#
# query started 2023-11-20 15:48:54 EST
#
# there are 1968 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	coord_datum_cd
USGS	400837095285201	  2N 17E14BB  1	GW	40.14361130	-95.48137090	F	NAD27
USGS	400837095323201	  2N 17E18AB  1	GW	40.14361190	-95.54248370	F	NAD27
USGS	400838095400901	  2N 16E18BB  1	GW	40.14389026	-95.66943180	F	NAD27
USGS	400844095234901	T62N R40W 34ABB1	GW	40.14555404	-95.39720220	S	NAD27
USGS	400848095462601	  2N 15E 7DCC 1	GW	40.14666825	-95.77415740	F	NAD27
USGS	400850095241701	T62N R40W 27CCD1	GW	40.14722084	-95.40498010	S	NAD27
USGS	400851095352401	  2N 16E11CD  1	GW	40.14750097	-95.59026290	F	NAD27
USGS	400851095354101	  2N 16E11CC  1	GW	40.14750099	-95.59498520	F	NAD27
USGS	400859095425501	  2N 15E10DBDC1	GW	40.14972380	-95.71554430	F	NAD27
USGS	400900095173001	T62N R39W 27BAD1	GW	40.15777389	-95.28747720	M	NAD27
USGS	400902095401201	  2N 16E 7CB  1	GW	40.15055690	-95.67026520	F	NAD27
USGS	400911095182601	T62N R39W 28CAA1	GW	40.15305210	-95.30747770	F	NAD27
USGS	400912095151001	T62N R39W 25CBA1	GW	40.15332880	-95.25303190	F	NAD27
USGS	400915095240401	T62N R40W 27BDD1	GW	40.15416510	-95.40164670	F	NAD27
USGS	400916095270901	  2N 17E12AC  1	GW	40.15444390	-95.45275900	F	NAD27
USGS	400918095480301	  2N 14E12BC  1	GW	40.15500140	-95.80110320	F	NAD27
USGS	400920095525401	  2N 14E 7ADBD1	GW	40.15555640	-95.88194000	F	NAD27
USGS	400929095312601	  2N 17E 8AA  1	GW	40.15805600	-95.52414980	F	NAD27
USGS	400930095580901	  2N 13E 9BB  1	GW	40.15833357	-95.96944400	F	NAD27
USGS	400931095462201	  2N 15E 7AB  1	GW	40.15861270	-95.77304650	F	NAD27
USGS	400931095512701	  2N 14E 9BB  1	GW	40.15861210	-95.85777240	F	NAD27
USGS	400931095525201	  2N 14E 7AA  1	GW	40.15861197	-95.88138450	F	NAD27
USGS	400935095334001	2N 16E 1DD  01	GW	40.15985556	-95.56110000	U	NAD83
USGS	400936095173801	T62N R39W 27BBB1	GW	40.15999620	-95.29414400	S	NAD27
USGS	400936095221001	T62N R40W 25BBB1	GW	40.15999770	-95.36970150	S	NAD27
USGS	400936095221002	T62N R40N 25BBB1	GW-MW	40.15999770	-95.36970150	S	NAD27
USGS	400944095334301	  2N 16E 1DD  1	GW	40.16222286	-95.56220650	F	NAD27
USGS	400944095382801	  2N 16E 5DC  1	GW	40.16222335	-95.64137560	F	NAD27
USGS	400944095382802	  2N 16E 5DC  2	GW	40.16222335	-95.64137560	F	NAD27
USGS	400944095433201	  2N 15E 3CC  1	GW	40.16222386	-95.72582260	F	NAD27
USGS	400945095163001	T62N R39W 24CCD1	GW	40.16249580	-95.27525470	M	NAD27
USGS	400945095575601	  2N 13E 4CD  1	GW	40.16250027	-95.96583270	F	NAD27
USGS	400948095222501	T62N R40W 23DDD1	GW	40.16333107	-95.37386820	M	NAD27
USGS	400958095535901	  2N 13E 1DA  1	GW	40.16611185	-95.89999660	F	NAD27
USGS	401000094500001	T62N R35W 15DA	GW	40.16665865	-94.83358010	M	NAD27
USGS	401000095173001	T62N R39W 27BA	GW	40.16666270	-95.29192170	M	NAD27
USGS	401011096002801	  2N 13E 6BC  1	GW	40.16972225	-96.00805680	F	NAD27
USGS	401012095013601	T62N R37W 24BBD1	GW	40.16999280	-95.02691810	S	NAD27
USGS	401015094493001	T62N R35W 15DCB1	GW	40.17082525	-94.82524660	M	NAD27
USGS	401020095042001	T62N R37W 21AAC	GW	40.17221550	-95.07247420	M	NAD27
USGS	401023095343401	  2N 16E 1BB  1	GW	40.17305615	-95.57637370	F	NAD27
USGS	401029095235001	DOH PROJECT WELL 103	GW	40.17472024	-95.39747990	S	NAD27
USGS	401035095203501	T62N R39W 18CDD1	GW	40.17638580	-95.34331190	S	NAD27
USGS	401035095203502	T62N R39W 18CDD2	GW-MW	40.17638580	-95.34331190	S	NAD27
USGS	401035095312601	  3N 17E32DD  1	GW	40.17638907	-95.52414990	F	NAD27
USGS	401036095444001	  3N 15E33CC  1	GW	40.17666845	-95.74471220	F	NAD27
USGS	401041095203401	T62N R39W 18CDA1	GW	40.17805246	-95.34303400	F	NAD27
USGS	401046094593201	T62N R36W 18DAA1	GW	40.17943680	-94.99247320	S	NAD27
USGS	401102095254701	DOH PROJECT WELL 102	GW	40.18388739	-95.42998070	S	NAD27
USGS	401104095572201	  3N 13E33AD  1	GW	40.18444480	-95.95638810	F	NAD27
USGS	401114095321801	  3N 17E32BB  1	GW	40.18722235	-95.53859480	F	NAD27
USGS	401116095405901	  3N 15E36BA  1	GW	40.18777908	-95.68332160	F	NAD27
USGS	401116095411601	  3N 15E36BB  1	GW	40.18777910	-95.68804400	F	NAD27
USGS	401116095472901	  3N 14E36AB  1	GW	40.18777930	-95.79165880	F	NAD27
USGS	401116095482001	  3N 14E35AA  1	GW	40.18777920	-95.80582610	F	NAD27
USGS	401116095512701	  3N 14E33BB  1	GW	40.18777885	-95.85777280	F	NAD27
USGS	401117095541601	  3N 13E36AB  1	GW	40.18805629	-95.90471930	F	NAD27
USGS	401125095310501	  3N 17E28CC  1	GW	40.19027769	-95.51831640	F	NAD27
USGS	401128095345001	  3N 16E26DD  1	GW	40.19111150	-95.58081830	F	NAD27
USGS	401128095381101	  3N 16E29DD  1	GW	40.19111200	-95.63665350	F	NAD27
USGS	401129095474601	  3N 14E25CD  1	GW	40.19139040	-95.79638130	F	NAD27
USGS	401130095555801	  3N 13E26CC  1	GW	40.19166720	-95.93305390	F	NAD27
USGS	401130095555802	  3N 13E26CC  2	GW	40.19166720	-95.93305390	F	NAD27
USGS	401130095561401	  3N 13E27DD  1	GW	40.19166717	-95.93749850	F	NAD27
USGS	401142095044501	Maitland	GW	40.19500000	-95.07916670	5	NAD83
MO005	401145095221701	T62N R40W 11 12683	GW	40.19583330	-95.37138890	5	NAD83
USGS	401155095355701	  3N 16E27AD  1	GW	40.19861160	-95.59943010	F	NAD27
USGS	401155095442301	  3N 15E28BD  1	GW	40.19861289	-95.73999020	F	NAD27
USGS	401155095445701	  3N 15E29AD  1	GW	40.19861297	-95.74943500	F	NAD27
USGS	401155095525201	  3N 14E30AD  1	GW	40.19861200	-95.88138500	F	NAD27
USGS	401155095532601	  3N 14E30BD  1	GW	40.19861196	-95.89082990	F	NAD27
USGS	401156095570501	  3N 13E27BC  1	GW	40.19888930	-95.95166580	F	NAD27
USGS	401158095454401	  3N 15E29BCAA1	GW	40.19944620	-95.76249100	S	NAD27
USGS	401200095033001	T62N R37W 10ABA1	GW	40.19999278	-95.05858510	M	NAD27
USGS	401200095044501	T62N R37W 09ABC1	GW	40.19999300	-95.07941870	M	NAD27
USGS	401200095173001	T62N R39W 10BCA1	GW	40.19999559	-95.29192160	M	NAD27
USGS	401202095585601	3N 13E 29AB  01	GW	40.20058056	-95.98221940	U	NAD83
USGS	401206095321801	  3N 17E29BB  1	GW	40.20166657	-95.53859480	F	NAD27
USGS	401208095391801	  3N 16E30AA  1	GW	40.20222320	-95.65526530	F	NAD27
USGS	401208095512701	  3N 14E28BB  1	GW	40.20222330	-95.85777300	F	NAD27
USGS	401212095592401	  3N 13E29BBB 1	GW	40.20333347	-95.99027860	F	NAD27
USGS	401221095390201	  3N 16E20CC  1	GW	40.20583426	-95.65082070	F	NAD27
USGS	401221095483701	  3N 14E23DC  1	GW	40.20583478	-95.81054880	F	NAD27
USGS	401221095503601	  3N 14E21DD  1	GW	40.20583450	-95.84360580	F	NAD27
USGS	401222094542701	T62N R36W 01CAD	GW	40.20610290	-94.90774880	S	NAD27
USGS	401222095550701	  3N 13E23DD  1	GW	40.20611177	-95.91888670	F	NAD27
USGS	401222095593701	  3N 13E19DD  1	GW	40.20611120	-95.99388990	F	NAD27
MO005	401229095042501	T62N R37W 04 10021	GW	40.20799167	-95.07361940	S	NAD83
MO005	401236095042501	T62N R37W 04 10022	GW	40.21007778	-95.07348060	S	NAD83
USGS	401245095031501	T62N R37W 03DC	GW	40.21249258	-95.05441840	M	NAD27
USGS	401300095405901	  3N 15E24BA  1	GW	40.21666787	-95.68332190	F	NAD27
USGS	401300095411601	  3N 15E24BB  1	GW	40.21666790	-95.68804430	F	NAD27
USGS	401300095424101	  3N 15E22AA  1	GW	40.21666817	-95.71165620	F	NAD27
USGS	401300095453101	  3N 15E20BA  1	GW	40.21666850	-95.75888000	F	NAD27
USGS	401301095535901	  3N 13E24AA  1	GW	40.21694526	-95.89999720	F	NAD27
USGS	401305095461601	  3N 15E19AABB1	GW	40.21805730	-95.77138060	F	NAD27
USGS	401308095032501	T63N R37W 34DCC1	GW	40.21888140	-95.05719620	S	NAD27
USGS	401308095465401	  3N 15E18CCDC1	GW	40.21889057	-95.78193670	F	NAD27
USGS	401313095433801	3N 15E 15CC  01	GW	40.22018610	-95.72709720	U	NAD83
USGS	401314095472901	  3N 14E13DC  1	GW	40.22055717	-95.79165930	F	NAD27
USGS	401314095501901	  3N 14E15CC  1	GW	40.22055680	-95.83888350	F	NAD27
USGS	401314095501902	  3N 14E15CC  2	GW	40.22055680	-95.83888350	F	NAD27
USGS	401317095265001	T63N R40W 31DDD1	GW	40.22138709	-95.44748100	F	NAD27
USGS	401317095271201	DOH PROJECT WELL 104	GW	40.22138720	-95.45359230	S	NAD27
USGS	401318095221801	T62N R40W 11ADD1	GW	40.22166345	-95.37192360	F	NAD27
USGS	401319095562101	  3N 13E15D   1	GW	40.22194498	-95.93944330	F	NAD27
USGS	401322096002301	  3N 13E18CB  1	GW	40.22277786	-96.00666840	F	NAD27
USGS	401325095332601	  3N 17E18CB  1	GW	40.22361090	-95.55748440	F	NAD27
USGS	401325095483101	  3N 14E14DBDA1	GW	40.22361260	-95.80888230	F	NAD27
USGS	401326095370401	  3N 16E16DA  1	GW	40.22388935	-95.61804200	F	NAD27
USGS	401335095243901	T63N R40W 23DAB1	GW	40.22638630	-95.41109120	F	NAD27
USGS	401348095490101	  3N 14E14BACC1	GW	40.23000144	-95.81721600	F	NAD27
USGS	401351095321801	  3N 17E17BB  1	GW	40.23083280	-95.53859490	F	NAD27
USGS	401352095372101	  3N 16E16AB  1	GW	40.23111156	-95.62276440	F	NAD27
USGS	401354095570501	  3N 13E15BB  1	GW	40.23166710	-95.95166620	F	NAD27
USGS	401358095490801	  3N 14E11CCDC1	GW	40.23277920	-95.81916060	F	NAD27
USGS	401359095394301	3N 16E 7DC  01	GW	40.23305278	-95.66200830	U	NAD83
USGS	401359095565901	  3N 13E15BBAA1	GW	40.23194490	-95.94999950	F	NAD27
USGS	401406095355701	  3N 16E10DD  1	GW	40.23500014	-95.59943030	F	NAD27
USGS	401406095453101	  3N 15E 8CD  1	GW	40.23500188	-95.75888040	F	NAD27
USGS	401406095520101	  3N 14E 8DC  1	GW	40.23500108	-95.86721820	F	NAD27
USGS	401407095550701	  3N 13E11DD  1	GW	40.23527848	-95.91888700	F	NAD27
USGS	401409095263701	DOH PROJECT WELL 101	GW	40.23583120	-95.44386980	S	NAD27
USGS	401412095410801	  3N 15E12C   1	GW	40.23666780	-95.68582220	F	NAD27
USGS	401413095504001	  3N 14E 9DAC 1	GW	40.23694570	-95.84471730	F	NAD27
USGS	401417095303501	  3N 17E 9DB  1	GW	40.23833235	-95.50998280	F	NAD27
USGS	401424095491801	  3N 14E11CDBB1	GW	40.24000140	-95.82193860	F	NAD27
USGS	401426094562001	T63N R36W 27ADA1	GW	40.24054705	-94.93913860	S	NAD27
USGS	401426095550201	  3N 13E11ADDD1	GW	40.24055628	-95.91749820	S	NAD27
USGS	401435095550501	  3N 13E11ADAA1	GW	40.24305627	-95.91833160	F	NAD27
USGS	401445095433201	  3N 15E10BB  1	GW	40.24583499	-95.72582380	F	NAD27
USGS	401445095494501	  3N 14E10AB  1	GW	40.24583470	-95.82943900	F	NAD27
USGS	401446095564801	  3N 13E10BA  1	GW	40.24611160	-95.94694390	F	NAD27
USGS	401451095500001	  3N 14E 3CDDC1	GW	40.24750135	-95.83360590	F	NAD27
USGS	401453095334101	  3N 16E 1DDDC1	GW	40.24805507	-95.56165130	F	NAD27
USGS	401456095570501	  3N 13E10BB  1	GW	40.24527824	-95.95277750	F	NAD27
USGS	401458095355701	  3N 16E 3DD  1	GW	40.24944444	-95.59943040	F	NAD27
USGS	401458095370401	  3N 16E 4DD  1	GW	40.24944469	-95.61804220	F	NAD27
USGS	401458095433201	  3N 15E 3CC  1	GW	40.24944610	-95.72582380	F	NAD27
USGS	401458095442301	  3N 15E 4CD  1	GW	40.24944629	-95.73999100	F	NAD27
USGS	401458095512701	  3N 14E 4CC  1	GW	40.24944560	-95.85777360	F	NAD27
USGS	401506095531101	  3N 14E 6DBCD1	GW	40.25166760	-95.88666370	F	NAD27
USGS	401509095314901	Missouri River at Indian Cave State Park, Nebr.	ST	40.25250000	-95.53027780	5	NAD83
USGS	401512095535901	  3N 13E 1DA  1	GW	40.25333420	-95.89999760	F	NAD27
USGS	401514095231001	T63N R40W 23CB	GW	40.25388550	-95.38636840	M	NAD27
USGS	401515095503201	  3N 14E 4DAA 1	GW	40.25416796	-95.84249530	F	NAD27
USGS	401517095234601	T63N R40W 22DB	GW	40.25471906	-95.39636860	M	NAD27
USGS	401520095495601	  3N 14E 3BDDD1	GW	40.25555690	-95.83249490	F	NAD27
USGS	401524095391801	  3N 16E 6AD  1	GW	40.25666740	-95.65526580	F	NAD27
USGS	401524095501901	  3N 14E 3BC  1	GW	40.25666799	-95.83888400	F	NAD27
USGS	401524095561001	  3N 13E 3ADAD1	GW	40.25666727	-95.93638800	S	NAD27
USGS	401529095245601	T63N R40W 21AC	GW	40.25805279	-95.41581360	M	NAD27
USGS	401531095493701	  3N 14E 3AO  1	GW	40.25861250	-95.82721690	F	NAD27
USGS	401534095534301	  3N 14E 6AADC1	GW	40.25944535	-95.89555300	S	NAD27
USGS	401537095340001	  3N 16E 1AB  1	GW	40.26027745	-95.56692930	F	NAD27
USGS	401537095465601	  3N 15E 6BB  1	GW	40.26027950	-95.78249290	F	NAD27
USGS	401537095590501	  3N 13E 5BAAA1	GW	40.26027800	-95.98500120	S	NAD27
USGS	401538095525201	  3N 14E 6AA  1	GW	40.26055657	-95.88138580	F	NAD27
USGS	401538095582901	  3N 13E 5AA  1	GW	40.26055588	-95.97500080	F	NAD27
USGS	401538095582902	  3N 13E 5AA  2	GW	40.26055588	-95.97500080	F	NAD27
USGS	401545095243201	T63N R40W 21AAA1	GW	40.26249716	-95.40914680	F	NAD27
USGS	401550095290201	T63N R41W 23AAA1	GW	40.26360970	-95.48470430	F	NAD27
USGS	401550095311901	T63N R41W 22BBB1	GW	40.26388805	-95.52220550	F	NAD27
USGS	401557095245501	T63N R40W 16DCC1	GW	40.26583066	-95.41553590	F	NAD27
USGS	401606095285701	DOH PROJECT WELL 100	GW	40.26833196	-95.48275980	S	NAD27
USGS	401611095285701	DOH PROJECT WELL 151	GW	40.26972087	-95.48275990	S	NAD27
USGS	401625095500501	  4N 14E34BA  1	GW	40.27361247	-95.83499520	F	NAD27
USGS	401632094581701	T63N R36W 08DDD1	GW	40.27554690	-94.97163950	S	NAD27
USGS	401645095050301	T64N R37W 09C	GW	40.27915908	-95.08441890	M	NAD27
USGS	401651095321001	T63N R41W 09	GW	40.28083288	-95.53637280	S	NAD27
USGS	401652095311301	T63N R41W 10CCC1	GW	40.28111048	-95.52053890	S	NAD27
USGS	401700095050001	T63N R37W 09CCB1	GW	40.28332574	-95.08358550	M	NAD27
USGS	401712095591301	4N 13E 29BA (N-2)	GW	40.28677778	-95.98686110	5	NAD83
USGS	401722095013401	T63N R37W 12BBB1	GW	40.28943618	-95.02636270	S	NAD27
USGS	401730095324501	T63N R41W 08ABC1	GW	40.29166646	-95.54609550	S	NAD27
USGS	401730095324601	T63N R41W 08 (Feedlot Well)	GW	40.29166646	-95.54637330	S	NAD27
USGS	401749094575101	T63N R36W 04BDC1	GW	40.29693570	-94.96441720	S	NAD27
USGS	401756095093401	T63N R38W 02BCC1	GW	40.29888220	-95.15969760	S	NAD27
USGS	401759095304201	T63N R41W 03DBC1	GW	40.29972176	-95.51192760	S	NAD27
USGS	401759096003301	4N 13E 19BC(N-5)	GW	40.29972220	-96.00916670	S	NAD83
USGS	401800095250001	T64N R40W 33	GW	40.29999776	-95.41692500	M	NAD27
USGS	401805094511101	T63N R35W 04BBA1	GW	40.30137970	-94.85330340	S	NAD27
USGS	401819095493701	4N 14E 15DD (N-6)	GW	40.30516667	-95.82702780	5	NAD83
USGS	401831094533801	T64N R36W 36AAD1	GW	40.30860204	-94.89413770	S	NAD27
USGS	401832095245501	T64N R40W 33DCC1	GW	40.30888670	-95.41553620	M	NAD27
USGS	401854095310801	T64N R41W 34CBB1	GW	40.31499980	-95.51915020	S	NAD27
USGS	401854095372801	T64N R42W 34DBB1	GW	40.31500080	-95.62470980	S	NAD27
USGS	401856095353801	T64N R41W 31CBB1	GW	40.31555608	-95.59415310	S	NAD27
USGS	401900094500801	T64N R35W 27CCC1	GW	40.31665729	-94.83580300	S	NAD27
USGS	401900095260001	T64N R40W 32DA	GW	40.31666497	-95.43359230	M	NAD27
USGS	401901095370101	MO.11.REGIONAL MISSOURI R POST FLOOD SOIL	LA-SH	40.31694519	-95.61720960	S	NAD27
USGS	401901095370102	MO.11.REGIONAL MISSOURI R PRE FLOOD SOIL	LA-SH	40.31694519	-95.61720960	S	NAD27
USGS	401905095413601	JARVIS CREEK NR. NEMAHA, NE	ST	40.31811110	-95.69338890	5	NAD83
USGS	401930095072701	T64N R38W 25DA	GW	40.32499296	-95.12441960	M	NAD27
USGS	401938095413601	  4N 15E11ADCD1	ST	40.32722370	-95.69360150	F	NAD27
USGS	401938095413602	  4N 15E11ADCD2	ST	40.32722370	-95.69360150	F	NAD27
USGS	401940095060801	T64N R37W 29BCB1	GW	40.32777045	-95.10247500	S	NAD27
USGS	402000094510001	T64N R35W 21AAB1	GW	40.33332390	-94.85024790	M	NAD27
USGS	402000095361901	T64N R42W 26ABC1	GW	40.33333410	-95.60554260	S	NAD27
USGS	402002095492701	14N 14E 10BB(N-4)	GW	40.33388889	-95.82416670	S	NAD83
USGS	402007095315001	T64N R41W 28	GW	40.33527797	-95.53081750	S	NAD27
USGS	402008095320901	T64N R41W 28BBA1	GW	40.33555579	-95.53609550	S	NAD27
USGS	402017095314801	T64N R41W 21	GW	40.33805578	-95.53026190	S	NAD27
USGS	402017095315001	T64N R41W 21CDC1	GW	40.33805578	-95.53081750	S	NAD27
USGS	402019095360301	T64N R42W 23DDC1	GW	40.33861190	-95.60109800	S	NAD27
MO005	402028095240201	T64N R40W 22 11918	GW	40.34111110	-95.40055560	S	NAD83
USGS	402030095412301	  4N 15E 1CBBB1	GW	40.34166816	-95.68999050	F	NAD27
USGS	402044094490801	T64N R35W 15DDC1	GW	40.34554589	-94.81913600	S	NAD27
USGS	402055095080400	BILBY RANCH LK NR QUITNAM, MO	LK	40.34861110	-95.13444440	S	NAD83
USGS	402057094453601	Mozingo Lake Tributary 9 near Pickering, MO	ST	40.34916667	-94.76000000	S	NAD83
USGS	402057095341101	T64N R41W 19BA	GW	40.34916730	-95.56998580	S	NAD27
USGS	402100095240001	T64N R40W 22DBC1	GW	40.34999800	-95.40025840	M	NAD27
USGS	402103095332501	T64N R41W 20BBC1	GW	40.35083390	-95.55720750	S	NAD27
USGS	402108094453601	Mozingo Lake Tributary 8 near Pickering, MO	ST	40.35222220	-94.76000000	S	NAD83
USGS	402109094464601	Southern Mozingo Rservoir near Pickering, MO	LK	40.35261667	-94.77949170	S	NAD83
USGS	402112094463600	LIONS CLUB SHELTER DOCK MOZINGO LK, MO	LK	40.35333330	-94.77666670	S	NAD83
USGS	402113095355901	DOH PROJECT WELL 158	GW	40.35361200	-95.59998700	S	NAD27
USGS	402114095353601	T64N R42W 13CCD1	GW	40.35388975	-95.59359790	S	NAD27
USGS	402122095311701	T64N R41W 16DBD1	GW	40.35611150	-95.52165060	S	NAD27
USGS	402130095140001	T64N R38W 18ACD1	GW	40.35832790	-95.23358790	M	NAD27
USGS	402148094595201	T64N R36W 07CDD1	GW	40.36332450	-94.99802940	S	NAD27
USGS	402200095320001	T64N R41W 16	GW	40.36666728	-95.53359560	M	NAD27
USGS	402215095355001	T64N R42W 11DAD1	GW	40.37083438	-95.59748710	S	NAD27
USGS	402216094473301	Mozingo Lake Tributary 15 near Pickering, MO	ST	40.37111110	-94.79252780	S	NAD83
USGS	402222095060901	T64N R37W 07AAD1	GW	40.37277050	-95.10275300	S	NAD27
USGS	402230095333801	T64N R41W 07ADD1	GW	40.37500087	-95.56081900	S	NAD27
USGS	402231095340101	T64N R41W 07BDD1	GW	40.37527869	-95.56720820	S	NAD27
USGS	402236095401301	  5N 15E25AA  1	GW	40.37666817	-95.67054570	F	NAD27
USGS	402300094523001	T65N R35W 31DCD1	GW	40.38332370	-94.87524870	M	NAD27
USGS	402303095490501	  5N 14E23CB  1	GW	40.38416818	-95.81832960	F	NAD27
USGS	402304094475901	T64N R35W 02ACC1	GW	40.38443436	-94.79996900	S	NAD27
USGS	402306094475901	T64N R35W 02ACC	GW	40.38498990	-94.79996900	S	NAD27
USGS	402313095512401	5N 14E 21 BC (N-3)	GW	40.38694167	-95.85655280	5	NAD83
USGS	402325094453601	Mozingo Lake Tributary 7 near Pickering, MO	ST	40.39027778	-94.76000000	S	NAD83
USGS	402343095374601	T64N R42W 03BBA1	GW	40.39527918	-95.62971090	S	NAD27
USGS	402344094453601	Mozingo Lake Tributary 6 near Pickering, MO	ST	40.39555556	-94.76000000	S	NAD83
USGS	402353094453501	Mozingo Lake Tributary 5 near Pickering, MO	ST	40.39805556	-94.75972220	S	NAD83
USGS	402356094464901	Northern Mozingo Reservoir near Pickering, MO	LK	40.39902220	-94.78038330	S	NAD83
USGS	402358094453501	Mozingo Lake Tributary 4 near Pickering, MO	ST	40.39944444	-94.75972220	S	NAD83
USGS	402400095200001	T65N R39W 32BBB1	GW	40.39999705	-95.33359050	M	NAD27
USGS	402403095333101	T65N R41W 31DAD1	GW	40.40083449	-95.55887470	S	NAD27
USGS	402404095384701	T65N R42W 33CDB1	GW	40.40111260	-95.64665620	F	NAD27
USGS	402407094453501	Mozingo Lake Tributary 3 near Pickering, MO	ST	40.40194444	-94.75972220	S	NAD83
USGS	402410094485101	T65N R35W 26CCC1	GW	40.40276764	-94.81441390	S	NAD27
USGS	402410095194001	T65N R39W 32BC	GW	40.40221918	-95.32859040	T	NAD27
USGS	402412094491201	Mozingo Lake Tributary 14 near Pickering, MO	ST	40.40333330	-94.81994440	S	NAD83
USGS	402412095330201	T65N R41W 32CAB1	GW	40.40333448	-95.55081880	S	NAD27
USGS	402412095333001	T65N R41W 31DAA1	GW	40.40333450	-95.55859700	F	NAD27
MO005	402413095333001	T65N R41W 31 11756	GW	40.40361110	-95.55833330	5	NAD83
USGS	402413095502901	5N 14E 16AD  01	GW	40.40351389	-95.84144440	U	NAD83
USGS	402414095355501	T65N R42W 35ADC1	GW	40.40389020	-95.59887640	F	NAD27
USGS	402415095380501	T65N R42W 33DAA1	GW	40.40389038	-95.63471130	F	NAD27
USGS	402417094471201	Mozingo Lake Tributary 13 near Pickering, MO	ST	40.40472220	-94.78666670	S	NAD83
USGS	402418095333401	T65N R41W 31ADD1	GW	40.40500120	-95.55970810	S	NAD27
USGS	402418095524901	  5N 14E18AA  1	GW	40.40500114	-95.88055460	F	NAD27
USGS	402422095501101	  5N 14E15BBBD1	GW	40.40611250	-95.83666400	F	NAD27
USGS	402426095381901	T65N R42W 33ACA1	GW	40.40722375	-95.63887810	S	NAD27
USGS	402429094453501	Mozingo Lake Tributary 2 near Pickering, MO	ST	40.40805556	-94.75972220	S	NAD83
USGS	402443095365001	DOH PROJECT WELL 29; ATCHISON CO 223 (MCHI)	GW	40.41194590	-95.61415490	S	NAD27
USGS	402447095502001	5N 14E 9DA  01	GW	40.41313610	-95.83897500	U	NAD83
USGS	402510094453401	Mozingo Lake Tributary 1 near Pickering, MO	ST	40.41944444	-94.75944440	S	NAD83
USGS	402530095561101	  5N 13E 3DA  1	GW	40.42500080	-95.93666820	F	NAD27
USGS	402535095365701	T65N R42W 22DDD1	GW	40.42639048	-95.61609960	S	NAD27
USGS	402552094462401	Mozingo Lake Tributary 10 near Pickering, MO	ST	40.43111110	-94.77319440	S	NAD83
USGS	402552094465001	Mozingo Lake Tributary 11 near Pickering, MO	ST	40.43111110	-94.78058330	S	NAD83
USGS	402552094470001	Mozingo Lake Tributary 12 near Pickering, MO	ST	40.43111110	-94.78336110	S	NAD83
USGS	402600095180001	T65N R39W 16DD	GW	40.43332990	-95.30025670	S	NAD27
USGS	402600095180101	T65N R39W 21ADA1	GW	40.43332990	-95.30053450	M	NAD27
USGS	402600095240001	T65N R40W 14DDD1	GW	40.43860935	-95.36748060	M	NAD27
USGS	402600095250001	T65N R40W 13CCC1	GW	40.43860930	-95.36692500	S	NAD27
USGS	402615095221001	T65N R40W 14DD	GW	40.43749828	-95.36970280	M	NAD27
MO005	402617095222701	T65N R40W 14 12383	GW	40.43805556	-95.37416670	5	NAD83
USGS	402618095222701	Tarkio Glacial Drift Aquifer	GW	40.43833330	-95.37416670	M	NAD83
MO005	402619095222601	T65N R40W 14 12384	GW	40.43861110	-95.37388890	5	NAD83
USGS	402622095371101	T65N R42W 22ABA1	GW	40.43944614	-95.61998880	S	NAD27
MO005	402623095215901	T65N R40W 13 12382	GW	40.43972220	-95.36638890	5	NAD83
MO005	402624095220601	T65N R40W 13 12381	GW	40.44000000	-95.36833330	5	NAD83
USGS	402627095220601	Tarkio Alluvial Aquifer	GW	40.44083330	-95.36833330	M	NAD83
USGS	402632095084101	T65N R38W 14DBA1	GW	40.44221578	-95.14497640	S	NAD27
USGS	402653095365401	T65N R42W 15ADD1	GW	40.44805730	-95.61526650	F	NAD27
USGS	402654094501001	T65N R35W 09DAC1	GW	40.44832300	-94.83635900	S	NAD27
USGS	402654095410201	  6N 15E36BBD 1	GW	40.44833518	-95.68415840	F	NAD27
USGS	402654095410202	  6N 15E36BBD 2	GW	40.44833518	-95.68415840	F	NAD27
USGS	402654095411001	  6N 15E36BBC 1	GW	40.44833518	-95.68638070	F	NAD27
USGS	402654095411002	  6N 15E36BBC 2	GW	40.44833518	-95.68638070	F	NAD27
USGS	402654095411003	  6N 15E36BBC 3	GW	40.44833518	-95.68638070	F	NAD27
USGS	402657095004901	T65N R37W 12DCC	GW	40.44915789	-95.01386340	S	NAD27
USGS	402700095043001	T65N R37W 09CAD1	GW	40.45249228	-95.07303100	R	NAD27
USGS	402700095220001	T65N R40W 12CCD1	GW	40.44999835	-95.36692500	M	NAD27
USGS	402700095240001	T65N R40W 10DCD1	GW	40.44999917	-95.40025920	M	NAD27
USGS	402706095352901	T65N R42W 13BAA1	GW	40.45166840	-95.59165440	S	NAD27
MO005	402708095042001	T65N R37W 09 12376	GW	40.45230000	-95.07211110	S	NAD83
